threshold,precision,recall
559,0.5599284436493739,0.769041769041769
699,0.49213161659513593,0.8452088452088452
839,0.4410011918951132,0.9090909090909091
979,0.39427987742594484,0.9484029484029484
1119,0.3529937444146559,0.9705159705159705
1259,0.3153296266878475,0.9754299754299754
1398,0.2861230329041488,0.9828009828009828
1538,0.2613784135240572,0.9877149877149877
1678,0.2401668653158522,0.9901719901719902
1818,0.2222222222222222,0.9926289926289926
1958,0.20786516853932585,1.0
2098,0.19399428026692087,1.0
2238,0.18185880250223413,1.0
2377,0.17122423222549432,1.0
2517,0.1617004370282082,1.0
2657,0.15318027850959728,1.0
2797,0.14551304969610296,1.0
140,0.8857142857142857,0.3123425692695214
280,0.7571428571428571,0.5340050377833753
420,0.6452380952380953,0.6826196473551638
559,0.552772808586762,0.7783375314861462
699,0.4864091559370529,0.8564231738035264
839,0.43504171632896305,0.9193954659949622
979,0.38508682328907046,0.9496221662468514
1119,0.34316353887399464,0.9672544080604534
1259,0.30659253375694995,0.9722921914357683
1398,0.27896995708154504,0.982367758186398
1538,0.25487646293888166,0.9874055415617129
1678,0.23480333730631706,0.9924433249370277
1818,0.21672167216721672,0.9924433249370277
1958,0.2017364657814096,0.9949622166246851
2098,0.18875119161105816,0.9974811083123426
2238,0.1769436997319035,0.9974811083123426
2377,0.16701724863273032,1.0
2517,0.1577274533174414,1.0
2657,0.14941663530297328,1.0
2797,0.1419377904898105,1.0
140,0.8928571428571429,0.31645569620253167
280,0.7607142857142857,0.5392405063291139
420,0.6642857142857143,0.7063291139240506
559,0.5778175313059034,0.8177215189873418
699,0.49928469241773965,0.8835443037974684
839,0.44219308700834326,0.9392405063291139
979,0.3891726251276813,0.9645569620253165
1119,0.34584450402144773,0.979746835443038
1259,0.30818109610802225,0.9822784810126582
1398,0.2782546494992847,0.9848101265822785
1538,0.25617685305591675,0.9974683544303797
1678,0.23539928486293207,1.0
1818,0.21727172717271728,1.0
1958,0.2017364657814096,1.0
2098,0.1882745471877979,1.0
2238,0.17649687220732796,1.0
2377,0.16617585191417752,1.0
2517,0.15693285657528805,1.0
2657,0.14866390666164847,1.0
2797,0.14122273864855203,1.0
140,0.8857142857142857,0.3107769423558897
280,0.75,0.5263157894736842
420,0.6571428571428571,0.6917293233082706
559,0.552772808586762,0.7744360902255639
699,0.4907010014306152,0.8596491228070176
839,0.43504171632896305,0.9147869674185464
979,0.3861082737487232,0.9473684210526315
1119,0.34763181411974975,0.974937343358396
1259,0.31056393963463064,0.9799498746867168
1398,0.2811158798283262,0.9849624060150376
1538,0.2574772431729519,0.9924812030075187
1678,0.2359952324195471,0.9924812030075187
1818,0.21782178217821782,0.9924812030075187
1958,0.20275791624106232,0.9949874686716792
2098,0.19018112488083888,1.0
2238,0.17828418230563003,1.0
2377,0.16785864535128314,1.0
2517,0.15852205005959474,1.0
2657,0.15016936394429808,1.0
2797,0.142652842331069,1.0
140,0.8785714285714286,0.30904522613065327
280,0.7428571428571429,0.5226130653266332
420,0.638095238095238,0.6733668341708543
559,0.5670840787119857,0.7964824120603015
699,0.4949928469241774,0.8693467336683417
839,0.43861740166865315,0.9246231155778895
979,0.3871297242083759,0.9522613065326633
1119,0.34584450402144773,0.9723618090452262
1259,0.30976965845909454,0.9798994974874372
1398,0.28183118741058655,0.9899497487437185
1538,0.25617685305591675,0.9899497487437185
1678,0.2359952324195471,0.9949748743718593
1818,0.21782178217821782,0.9949748743718593
1958,0.20275791624106232,0.9974874371859297
2098,0.1892278360343184,0.9974874371859297
2238,0.177390527256479,0.9974874371859297
2377,0.16701724863273032,0.9974874371859297
2517,0.15812475168851808,1.0
2657,0.14979299962363568,1.0
2797,0.14229531641043977,1.0
140,0.8285714285714286,0.3076923076923077
280,0.7178571428571429,0.53315649867374
420,0.6238095238095238,0.6949602122015915
559,0.5384615384615384,0.7984084880636605
699,0.47067238912732473,0.8726790450928382
839,0.41477949940405245,0.9230769230769231
979,0.36567926455566907,0.9496021220159151
1119,0.3261840929401251,0.9681697612732095
1259,0.2907069102462272,0.9708222811671088
1398,0.2646638054363376,0.9814323607427056
1538,0.24187256176853056,0.986737400530504
1678,0.2234803337306317,0.9946949602122016
1818,0.20627062706270627,0.9946949602122016
1958,0.19152196118488254,0.9946949602122016
2098,0.17921830314585319,0.9973474801061007
2238,0.1680071492403932,0.9973474801061007
2377,0.15818258308792596,0.9973474801061007
2517,0.14938418752483115,0.9973474801061007
2657,0.14188934888972526,1.0
2797,0.1347872720772256,1.0
140,0.9142857142857143,0.31840796019900497
280,0.7571428571428571,0.527363184079602
420,0.6595238095238095,0.6890547263681592
559,0.5599284436493739,0.7786069651741293
699,0.4892703862660944,0.8507462686567164
839,0.43504171632896305,0.9079601990049752
979,0.3881511746680286,0.945273631840796
1119,0.34584450402144773,0.9626865671641791
1259,0.30976965845909454,0.9701492537313433
1398,0.28183118741058655,0.9800995024875622
1538,0.258777633289987,0.9900497512437811
1678,0.23837902264600716,0.9950248756218906
1818,0.22002200220022003,0.9950248756218906
1958,0.20480081716036772,0.9975124378109452
2098,0.1911344137273594,0.9975124378109452
2238,0.17917783735478104,0.9975124378109452
2377,0.16870004206983594,0.9975124378109452
2517,0.15931664680174812,0.9975124378109452
2657,0.1509220925856229,0.9975124378109452
2797,0.14372542009295675,1.0
140,0.9285714285714286,0.3291139240506329
280,0.7642857142857142,0.5417721518987342
420,0.638095238095238,0.6784810126582278
559,0.5491949910554562,0.7772151898734178
699,0.4892703862660944,0.8658227848101265
839,0.4302741358760429,0.9139240506329114
979,0.3830439223697651,0.9493670886075949
1119,0.34226988382484363,0.9696202531645569
1259,0.3057982525814138,0.9746835443037974
1398,0.27753934191702434,0.9822784810126582
1538,0.2535760728218466,0.9873417721518988
1678,0.23361144219308702,0.9924050632911392
1818,0.2156215621562156,0.9924050632911392
1958,0.20122574055158324,0.9974683544303797
2098,0.18779790276453764,0.9974683544303797
2238,0.17605004468275245,0.9974683544303797
2377,0.16575515355490114,0.9974683544303797
2517,0.15653555820421136,0.9974683544303797
2657,0.14866390666164847,1.0
2797,0.14122273864855203,1.0
140,0.8928571428571429,0.3246753246753247
280,0.7392857142857143,0.5376623376623376
420,0.6476190476190476,0.7064935064935065
559,0.554561717352415,0.8051948051948052
699,0.4792560801144492,0.8701298701298701
839,0.432657926102503,0.9428571428571428
979,0.37793667007150156,0.961038961038961
1119,0.3360142984807864,0.9766233766233766
1259,0.2994440031771247,0.9792207792207792
1398,0.271101573676681,0.9844155844155844
1538,0.24772431729518857,0.9896103896103896
1678,0.22765196662693682,0.9922077922077922
1818,0.21012101210121012,0.9922077922077922
1958,0.1961184882533197,0.9974025974025974
2098,0.18303145853193517,0.9974025974025974
2238,0.17158176943699732,0.9974025974025974
2377,0.16154816996213714,0.9974025974025974
2517,0.15295987286452126,1.0
2657,0.14490026345502446,1.0
2797,0.13764747944225955,1.0
140,0.8428571428571429,0.30971128608923887
280,0.725,0.5328083989501312
420,0.6333333333333333,0.6981627296587927
559,0.5313059033989267,0.7795275590551181
699,0.47067238912732473,0.863517060367454
839,0.41477949940405245,0.9133858267716536
979,0.36363636363636365,0.9343832020997376
1119,0.32797140303842715,0.963254593175853
1259,0.2930897537728356,0.968503937007874
1398,0.26680972818311877,0.979002624671916
1538,0.24382314694408322,0.984251968503937
1678,0.22407628128724671,0.9868766404199475
1818,0.20737073707370737,0.989501312335958
1958,0.1940755873340143,0.9973753280839895
2098,0.1811248808388942,0.9973753280839895
2238,0.16979445933869527,0.9973753280839895
2377,0.15986537652503155,0.9973753280839895
2517,0.15097338100913787,0.9973753280839895
2657,0.14301844185171245,0.9973753280839895
2797,0.13621737575974258,1.0
140,0.9,0.32558139534883723
280,0.7607142857142857,0.5503875968992248
420,0.638095238095238,0.6925064599483204
559,0.5599284436493739,0.8087855297157622
699,0.4892703862660944,0.8837209302325582
839,0.433849821215733,0.9405684754521964
979,0.38508682328907046,0.9741602067183462
1119,0.34137622877569257,0.9870801033591732
1259,0.30420969023034156,0.9896640826873385
1398,0.2739628040057225,0.9896640826873385
1538,0.25097529258777634,0.9974160206718347
1678,0.2306317044100119,1.0
1818,0.21287128712871287,1.0
1958,0.1976506639427988,1.0
2098,0.18446139180171592,1.0
2238,0.17292225201072386,1.0
2377,0.16281026503996635,1.0
2517,0.1537544696066746,1.0
2657,0.14565299209634927,1.0
2797,0.13836253128351805,1.0
140,0.8857142857142857,0.31958762886597936
280,0.7642857142857142,0.5515463917525774
420,0.6476190476190476,0.7010309278350515
559,0.5491949910554562,0.7912371134020618
699,0.47353361945636624,0.8530927835051546
839,0.4231227651966627,0.9149484536082474
979,0.3769152196118488,0.9510309278350515
1119,0.33690795352993747,0.9716494845360825
1259,0.30103256552819696,0.9768041237113402
1398,0.2732474964234621,0.9845360824742269
1538,0.24967490247074123,0.9896907216494846
1678,0.2300357568533969,0.9948453608247423
1818,0.21232123212321233,0.9948453608247423
1958,0.19713993871297242,0.9948453608247423
2098,0.18493803622497618,1.0
2238,0.17336907953529937,1.0
2377,0.16323096339924276,1.0
2517,0.1541517679777513,1.0
2657,0.14602935641701167,1.0
2797,0.1387200572041473,1.0
